START_DATE,END_DATE,CATEGORY,START,PURPOSE,MILES,STOP
11-10-2016 15:17,11-10-2016 15:22,Business,San Francisco,Temporary Site,9.9,Oakland
11-10-2016 15:30,11-10-2016 15:53,Business,Oakland,Meeting,6,Berkeley
11-10-2016 19:18,11-10-2016 19:21,Business,West Berkeley,,0.8,Central
11-11-2016 09:35,11-11-2016 10:23,Business,Berkeley,Customer Visit,45.9,Menlo Park
11-11-2016 12:58,11-11-2016 13:13,Business,Menlo Park,,4,Palo Alto
11-11-2016 14:20,11-11-2016 14:32,Business,Palo Alto,,2.5,Menlo Park
11-11-2016 14:39,11-11-2016 15:46,Business,Menlo Park,Customer Visit,36.6,Berkeley
11-11-2016 18:30,11-11-2016 18:43,Business,Central,,2.9,College Avenue
11-11-2016 21:08,11-11-2016 21:18,Business,College Avenue,,2.6,Central
11-12-2016 10:32,11-12-2016 10:52,Business,Central,,2.3,South
11-12-2016 10:55,11-12-2016 11:25,Business,South,,6.4,Downtown
11-12-2016 13:07,11-12-2016 13:15,Business,Downtown,,1.4,Central
11-12-2016 13:46,11-12-2016 13:50,Business,Central,,0.6,West Berkeley
11-12-2016 14:22,11-12-2016 14:53,Business,West Berkeley,Meeting,5.9,South
11-12-2016 15:14,11-12-2016 15:21,Business,South,,0.8,Southwest Berkeley
11-12-2016 15:25,11-12-2016 15:36,Business,Berkeley,,1.3,Emeryville
11-12-2016 15:40,11-12-2016 15:59,Business,Emeryville,Errand-Supplies,3.7,Berkeley
